# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-a" "plants/references/Arabidopsis_thaliana.TAIR10.59.gtf" "-o" "plants/counts/counts.txt" "plants/alignments/IGV/SRR12808497_Aligned.sortedByCoord.out.bam" "plants/alignments/IGV/SRR12808498_Aligned.sortedByCoord.out.bam" "plants/alignments/IGV/SRR12808499_Aligned.sortedByCoord.out.bam" "plants/alignments/IGV/SRR12808527_Aligned.sortedByCoord.out.bam" "plants/alignments/IGV/SRR12808528_Aligned.sortedByCoord.out.bam" "plants/alignments/IGV/SRR12808529_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	plants/alignments/IGV/SRR12808497_Aligned.sortedByCoord.out.bam	plants/alignments/IGV/SRR12808498_Aligned.sortedByCoord.out.bam	plants/alignments/IGV/SRR12808499_Aligned.sortedByCoord.out.bam	plants/alignments/IGV/SRR12808527_Aligned.sortedByCoord.out.bam	plants/alignments/IGV/SRR12808528_Aligned.sortedByCoord.out.bam	plants/alignments/IGV/SRR12808529_Aligned.sortedByCoord.out.bam
AT5G66760	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	26653607;26654064;26654326;26654544;26654785;26655113;26655274;26655462;26655619;26655886;26656182;26656439;26656708;26656872;26657084	26653883;26654231;26654413;26654690;26654925;26655198;26655366;26655525;26655762;26656073;26656356;26656609;26656777;26656992;26657696	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2546	1430	558	651	771	877	397
AT5G54225	5;5	22013832;22014152	22013956;22014363	+;+	337	0	0	0	0	0	0
AT5G47510	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	19274853;19274853;19274853;19275048;19275272;19275272;19275272;19275465;19275465;19275465;19275465;19275811;19275811;19275811;19275811;19275967;19275967;19275967;19275967;19276149;19276149;19276149;19276149;19276304;19276304;19276304;19276304;19276486;19276486;19276486;19276486;19276642;19276642;19276642;19276642;19276791;19276791;19276791;19276925;19276925;19276925;19276925	19275205;19275371;19275205;19275205;19275371;19275371;19275371;19275731;19275731;19275731;19275731;19275888;19275888;19275888;19275888;19276068;19276068;19276068;19276068;19276198;19276198;19276198;19276198;19276412;19276412;19276412;19276412;19276560;19276560;19276560;19276560;19276716;19276716;19276716;19276832;19276832;19276832;19276832;19277383;19277077;19277383;19277383	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1850	5	0	94	43	109	1
AT5G16950	5	5572523	5573191	+	669	11	16	12	39	55	12
AT5G43066	5	17284583	17284807	+	225	0	0	0	0	0	0
AT5G20300	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	6853299;6853310;6853310;6853416;6853416;6856213;6856218;6856218;6856218;6856218;6856439;6856439;6856847;6856847;6856847	6855810;6855810;6855810;6855810;6855810;6856340;6856340;6856952;6856340;6856340;6856518;6856952;6856977;6856981;6856854	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3281	91	76	85	218	266	99
AT5G49950	5;5;5;5;5;5;5;5;5;5;5;5;5;5	20319733;20320313;20320489;20321145;20321367;20321506;20321670;20321929;20322208;20322552;20322750;20322943;20323150;20323317	20320224;20320382;20320572;20321275;20321423;20321554;20321755;20322006;20322330;20322641;20322853;20323004;20323239;20323649	-;-;-;-;-;-;-;-;-;-;-;-;-;-	1849	253	54	101	143	223	13
AT5G40530	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	16234461;16234461;16234469;16234476;16234837;16234837;16234837;16234837;16234978;16234978;16234978;16234978;16235115;16235115;16235115;16235115;16235315;16235315;16235315;16235315;16235499;16235499;16235499;16235499;16235699;16235699;16235699;16235699;16235883;16235883;16236029;16236029	16234751;16234751;16234751;16234751;16234898;16234898;16234898;16234898;16235029;16235029;16235029;16235029;16235229;16235229;16235229;16235229;16235409;16235409;16235409;16235409;16235605;16235605;16235605;16235605;16235927;16235813;16235813;16236259;16235927;16236257;16236311;16236311	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1335	109	42	52	38	103	71
AT5G45850	5;5	18599746;18600140	18600039;18601661	-;-	1816	0	0	0	0	0	0
AT5G38420	5;5;5	15380907;15381583;15381808	15381442;15381717;15382071	-;-;-	935	6824	1900	3147	8852	15672	5527
AT5G37910	5;5	15096210;15097166	15096887;15097318	-;-	831	0	0	0	0	0	0
AT5G11320	5;5;5;5;5;5;5	3611247;3611644;3612132;3612400;3612400;3612735;3612735	3611665;3612254;3612254;3612648;3612648;3613361;3613640	-;-;-;-;-;-;-	2163	0	0	9	2	0	0
AT5G63910	5;5;5;5;5	25571779;25572399;25572667;25573172;25573544	25572311;25572574;25573026;25573345;25574178	-;-;-;-;-	1878	125	125	50	214	177	42
AT5G59120	5;5;5;5;5;5;5;5;5;5	23864672;23865539;23865826;23866029;23866347;23866535;23867191;23867526;23867716;23867931	23865444;23865746;23865937;23866244;23866444;23867021;23867443;23867617;23867810;23868083	-;-;-;-;-;-;-;-;-;-	2487	0	0	0	0	0	0
AT5G43420	5	17451488	17453124	+	1637	877	151	220	5	13	13
AT5G04347	5;5	1219777;1219817	1220612;1220612	+;+	836	0	0	0	0	0	0
AT5G53330	5;5;5;5;5	21639216;21639521;21639656;21640242;21640582	21639437;21639573;21639823;21640349;21640963	+;+;+;+;+	933	494	143	171	175	181	93
AT5G11050	5;5;5	3502092;3502627;3502832	3502484;3502753;3503834	+;+;+	1523	0	0	0	0	0	0
AT5G61700	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	24793779;24793804;24793804;24793864;24794022;24794022;24794022;24794022;24794532;24794532;24794532;24794532;24794839;24794839;24794839;24794839;24795048;24795048;24795048;24795048;24795257;24795257;24795257;24795257;24795499;24795499;24795499;24795499;24795884;24795884;24795884;24795884;24796051;24796051;24796051;24796051;24796474;24796474;24796474;24796474;24796752;24796752;24796752;24796752;24796950;24796950;24796950;24796950;24797145;24797145;24797145;24797359;24797359;24797359;24797359;24797556;24797593;24798512;24798512;24798512	24793935;24793935;24793935;24793935;24794432;24794432;24794432;24794432;24794664;24794664;24794664;24794664;24794958;24794958;24794958;24794958;24795175;24795175;24795175;24795175;24795415;24795415;24795415;24795415;24795787;24795787;24795787;24795787;24795967;24795967;24795967;24795967;24796388;24796388;24796388;24796388;24796674;24796674;24796674;24796674;24796861;24796861;24796861;24796861;24797273;24797034;24797034;24797034;24797273;24797273;24797273;24798428;24798428;24797464;24797505;24797944;24798428;24798687;24798745;24798687	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3758	0	0	0	0	0	0
AT5G07160	5;5;5;5	2219971;2220146;2220370;2220549	2220044;2220272;2220460;2220709	-;-;-;-	453	0	0	0	0	0	0
AT5G11565	5	3714655	3714912	-	258	0	0	0	0	0	0
AT5G09900	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	3089278;3089278;3089278;3089757;3089757;3089757;3089907;3089911;3089911;3090169;3090169;3090169;3090369;3090369;3090369;3090840;3090840;3090840;3091130;3091130;3091130;3091271;3091271;3091271;3091463;3091463;3091463;3092145;3092145;3092145;3092428;3092432;3092432	3089680;3089680;3089680;3089834;3089834;3089834;3090064;3090064;3090064;3090281;3090281;3090281;3090468;3090468;3090468;3091036;3091036;3091036;3091186;3091186;3091186;3091375;3091375;3091375;3091570;3091570;3091570;3092335;3092339;3092339;3092566;3092595;3093020	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2107	1426	223	373	414	666	235
AT5G64920	5	25943888	25945442	-	1555	171	109	52	241	252	140
AT5G65590	5	26211746	26213233	-	1488	215	0	24	72	22	18
AT5G60470	5;5;5;5;5;5;5;5;5	24320411;24320595;24320595;24320929;24320929;24320929;24321971;24321971;24321971	24320742;24320746;24320742;24321328;24321328;24321328;24322939;24322790;24322839	+;+;+;+;+;+;+;+;+	1705	0	0	0	19	20	0
AT5G10430	5	3277488	3278461	-	974	0	7	5	58	9	1
AT5G52790	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	21391566;21391566;21391582;21391582;21391717;21391886;21391886;21391886;21391886;21391886;21392216;21392216;21392348;21392348;21392348;21392605;21392605;21392605;21392605;21392605;21392822;21392822;21392822;21392822;21392822;21392979;21392979;21392979;21392979;21392979;21393154;21393154;21393154;21393154;21393154;21393397;21393397;21393397;21393397;21393397;21393580;21393580;21393580;21393580;21393580;21393779;21393779;21393779;21393779;21393779;21393979;21393979;21393979;21393979;21393979;21394147;21394147;21394147;21394147;21394147	21391787;21391787;21391787;21391787;21391787;21392153;21392511;21392153;21392262;21392153;21392511;21392262;21392511;21392511;21392511;21392735;21392735;21392735;21392735;21392735;21392895;21392895;21392895;21392895;21392895;21393066;21393066;21393066;21393066;21393066;21393293;21393293;21393293;21393293;21393293;21393483;21393483;21393483;21393483;21393483;21393693;21393693;21393693;21393693;21393693;21393862;21393862;21393862;21393862;21393862;21394055;21394055;21394055;21394055;21394055;21394706;21394706;21394471;21395016;21395016	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2513	75	0	15	3	11	0
AT5G44020	5;5;5	17712203;17713111;17713869	17712863;17713320;17714406	+;+;+	1409	181	105	269	70	155	45
AT5G47840	5;5;5;5;5;5;5;5;5;5;5;5	19375317;19375388;19375738;19375738;19376962;19376962;19377519;19377519;19377781;19377781;19377954;19377954	19375652;19375652;19375833;19375833;19377225;19377225;19377665;19377665;19377855;19377813;19378465;19378390	+;+;+;+;+;+;+;+;+;+;+;+	1430	1308	177	279	500	687	307
AT5G04850	5;5;5;5;5;5;5;5;5;5;5;5;5	1407940;1408019;1408555;1408555;1408821;1409020;1409020;1409177;1409177;1409353;1409353;1409738;1409738	1408299;1408299;1408932;1408709;1408932;1409091;1409091;1409270;1409270;1409504;1409504;1409893;1409935	-;-;-;-;-;-;-;-;-;-;-;-;-	1254	128	101	100	107	142	92
AT5G44870	5;5;5;5;5;5;5;5;5;5	18114461;18114461;18115215;18115215;18116655;18116655;18117056;18117056;18118093;18118093	18115041;18115129;18116529;18116529;18116969;18116969;18117958;18117958;18119006;18119006	+;+;+;+;+;+;+;+;+;+	4116	1280	246	424	186	186	92
AT5G60400	5;5;5;5;5	24290993;24291073;24291140;24291672;24292086	24291577;24292227;24291577;24292336;24292162	-;-;-;-;-	1344	190	0	35	243	262	232
AT5G59010	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	23820034;23820368;23820915;23820915;23821135;23821135;23821393;23821393;23821700;23821700;23821892;23821892;23822125;23822125;23822463;23822463;23822719;23822719;23823018	23820826;23820826;23821028;23821028;23821299;23821299;23821581;23821581;23821785;23821785;23821997;23821997;23822258;23822258;23822598;23822598;23822927;23823265;23823317	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2322	160	37	36	87	295	108
AT5G50115	5;5	20379489;20380639	20380548;20381036	+;+	1458	0	9	0	0	0	0
AT5G45790	5;5;5	18572301;18572301;18572663	18572535;18574011;18573664	+;+;+	1711	3	0	16	37	27	39
AT5G27700	5;5;5;5	9807236;9807758;9807999;9808429	9807606;9807890;9808082;9808513	-;-;-;-	673	871	343	260	656	700	445
AT5G19970	5;5;5	6746814;6746863;6747887	6748982;6747790;6748788	+;+;+	2169	0	0	0	11	0	0
AT5G48430	5	19627634	19629167	-	1534	3	0	0	0	0	0
AT5G18130	5;5;5	5995323;5995479;5997049	5996359;5997398;5997498	+;+;+	2176	932	115	191	284	127	177
AT5G05470	5;5;5;5;5;5;5	1620458;1621075;1621228;1621399;1621646;1621858;1622059	1620962;1621131;1621314;1621545;1621750;1621956;1622340	+;+;+;+;+;+;+	1282	1015	110	87	134	155	67
AT5G40730	5	16301072	16301748	+	677	0	2	7	0	0	2
AT5G09805	5	3047011	3047753	+	743	0	0	6	16	28	6
AT5G41250	5	16501217	16502902	-	1686	2	0	0	0	0	0
AT5G12430	5;5;5;5;5;5;5;5;5;5;5	4027974;4028872;4029140;4029519;4030059;4030447;4030605;4030898;4031475;4031861;4032246	4028669;4029009;4029218;4029748;4030265;4030516;4030819;4031050;4031604;4032100;4034682	-;-;-;-;-;-;-;-;-;-;-	4595	997	180	242	480	341	137
AT5G37620	5	14942396	14944354	-	1959	0	0	0	0	0	0
AT5G19770	5;5;5;5;5	6682420;6683168;6683788;6684065;6684362	6683076;6683676;6683987;6684279;6684744	-;-;-;-;-	1964	1803	362	565	442	953	392
AT5G07040	5	2190247	2191266	+	1020	0	0	0	0	0	0
AT5G27810	5	9855671	9856458	+	788	0	0	0	0	0	0
AT5G04475	5;5	1267020;1267347	1267257;1267357	+;+	249	0	0	0	0	0	0
AT5G59880	5;5;5;5;5;5;5	24120164;24120231;24121119;24121119;24121478;24121478;24121542	24120384;24120384;24121384;24121384;24121949;24121496;24121879	+;+;+;+;+;+;+	959	2689	711	770	904	1814	726
AT5G27230	5;5;5;5;5;5	9584092;9585370;9585668;9586239;9587003;9587272	9585287;9585551;9585962;9586829;9587181;9588049	+;+;+;+;+;+	3221	0	0	28	20	5	0
AT5G54062	5	21938793	21939637	+	845	0	0	0	0	0	0
AT5G11020	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	3486242;3486439;3486439;3486439;3486685;3486685;3486685;3486685;3486863;3486863;3486863;3486863;3487109;3487109;3487109;3487109;3487299;3487299;3487299;3487299;3487488;3487488;3487488;3487488;3487635;3487635;3487635;3487635;3487850;3487850;3487850;3487850;3488224;3488224;3488224;3488224;3488478;3488555;3488848	3486588;3486588;3486588;3486588;3486774;3486774;3486774;3486774;3486981;3486981;3486981;3486981;3487208;3487208;3487208;3487208;3487395;3487395;3487395;3487395;3487551;3487551;3487551;3487551;3487767;3487767;3487767;3487767;3488106;3488106;3488106;3488106;3488379;3488379;3488430;3488379;3488665;3489294;3489316	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2253	1	0	11	29	65	13
AT5G26030	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	9096451;9096460;9096822;9096822;9097189;9097189;9097521;9097521;9097725;9097725;9097948;9097948;9098195;9098195;9098434;9098434;9098872	9096742;9096742;9097104;9097104;9097434;9097434;9097624;9097624;9097851;9097851;9098100;9098100;9098295;9098295;9099178;9098798;9099185	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2058	5220	1275	1324	332	249	192
AT5G62760	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	25204472;25204472;25204472;25204690;25205090;25205090;25205090;25205090;25205391;25205391;25205391;25205403;25205614;25205614;25205614;25205614;25205661;25205872;25205872;25205872;25205872;25206137;25206137;25206137;25206137;25206137;25206766;25207372;25207372;25207372;25207833;25207833;25207833;25207833;25208005;25208005;25208005;25208005;25208005;25208005;25208207;25208207;25208207;25208207;25208207;25208207;25208458;25208458;25208458;25208458;25208458;25208458;25208659;25208659;25208659;25208659;25208659;25208659	25204978;25204978;25204978;25204978;25205292;25205292;25205292;25205292;25205478;25205478;25205478;25205478;25205658;25205658;25205658;25205658;25205976;25205976;25205976;25205976;25205976;25206187;25206187;25206187;25206187;25207902;25207902;25207478;25207427;25207427;25207902;25207902;25207902;25207902;25208103;25208103;25208103;25208103;25208103;25208103;25208319;25208319;25208319;25208319;25208319;25208319;25208578;25208578;25208578;25208578;25208578;25208578;25209508;25209571;25209558;25209583;25209552;25209547	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4183	382	159	46	56	200	113
AT5G17210	5;5;5;5;5;5	5656348;5656433;5657343;5657343;5657649;5657649	5656614;5656878;5657554;5657554;5658147;5658193	+;+;+;+;+;+	1288	608	114	48	74	80	34
AT5G02190	5	435168	437018	+	1851	0	0	0	0	26	0
AT5G42957	5;5	17233599;17233793	17233612;17234132	-;-	354	0	0	0	0	0	0
AT5G48510	5;5	19658080;19658346	19658217;19658938	+;+	731	88	0	0	0	17	0
AT5G55560	5;5;5	22506216;22506986;22507755	22506902;22507501;22507879	-;-;-	1328	241	0	19	10	5	3
AT5G65820	5	26339876	26341789	-	1914	4	106	25	119	48	22
AT5G32590	5;5;5;5;5;5	12221589;12221926;12222717;12222898;12223000;12223710	12221833;12222589;12222799;12222945;12223632;12224322	-;-;-;-;-;-	2286	0	0	0	0	0	0
AT5G63190	5;5;5;5;5;5;5;5	25345542;25345546;25346145;25346145;25346543;25346543;25346770;25346770	25345802;25345811;25346361;25346361;25346640;25346640;25348800;25348796	+;+;+;+;+;+;+;+	2616	249	66	60	578	374	234
AT5G38120	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	15213593;15213593;15213593;15213675;15215397;15215397;15215397;15215397;15215637;15215637;15215637;15215637;15215829;15215829;15216024;15216024	15215003;15215003;15215003;15215003;15215533;15215533;15215533;15215533;15215704;15215958;15215704;15215931;15216205;15215931;15216205;15216205	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2117	0	0	0	1	0	0
AT5G02810	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	637681;637682;638506;638506;639273;639273;639819;639819;640286;640286;640622;640622;640889;641152;641152;641735;641735	638402;638402;639175;639175;639720;639720;639993;639993;640450;640450;641050;640755;641050;641479;641479;642030;642026	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3233	1251	548	492	83	82	95
AT5G65100	5	26006835	26008535	-	1701	1	0	20	0	0	0
AT5G57350	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	23230874;23230878;23230879;23230879;23231371;23231371;23231371;23231371;23231638;23231638;23231638;23231638;23231892;23231892;23231892;23231892;23232138;23232138;23232138;23232138;23232379;23232379;23232379;23232379;23232547;23232547;23232547;23232547;23232675;23232675;23232675;23232675;23233009;23233009;23233009;23233009;23233249;23233249;23233249;23233249;23233486;23233486;23233486;23233486;23233671;23233671;23233671;23233671;23233904;23233904;23233904;23233904;23234887;23234887;23234887;23235206;23235206;23235206;23236337;23236337;23236337;23236539;23236539;23236539	23231301;23231301;23231301;23231301;23231552;23231552;23231552;23231552;23231820;23231820;23231820;23231820;23232065;23232065;23232065;23232065;23232298;23232298;23232298;23232298;23232460;23232460;23232460;23232460;23232579;23232579;23232579;23232579;23232913;23232913;23232913;23232913;23233173;23233173;23233173;23233173;23233393;23233393;23233393;23233393;23233590;23233590;23233590;23233590;23233793;23233793;23233793;23233793;23234665;23234665;23234887;23234665;23235123;23235123;23235123;23235325;23235325;23235325;23236435;23236388;23236394;23236579;23236572;23236682	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3603	9319	2005	2594	7990	8290	4286
AT5G32613	5;5;5;5;5;5	12263255;12263451;12263810;12264016;12264179;12264326	12263365;12263701;12263939;12264095;12264264;12265041	+;+;+;+;+;+	1374	0	0	0	0	0	0
AT5G49240	5;5;5;5	19962934;19963361;19963714;19964212	19963135;19963513;19964097;19964351	+;+;+;+	879	0	0	0	0	0	0
AT5G16130	5;5;5;5;5;5	5268421;5268974;5269134;5269298;5269520;5269796	5268539;5269058;5269207;5269421;5269702;5270199	+;+;+;+;+;+	989	1690	445	604	766	1278	400
AT5G27470	5;5;5;5;5;5;5;5	9694938;9695300;9695559;9695810;9696018;9696296;9696499;9696762	9695219;9695370;9695720;9695924;9696211;9696399;9696682;9697389	+;+;+;+;+;+;+;+	1740	1154	383	478	428	769	327
AT5G03260	5;5;5;5;5;5	777021;777420;778436;778654;778985;779246	777328;778343;778564;778898;779136;779424	-;-;-;-;-;-	1937	1495	270	217	351	616	186
AT5G01370	5;5	152446;153961	153523;154467	+;+	1585	95	74	1	443	396	224
AT5G26920	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	9475679;9475682;9475682;9476046;9476046;9476046;9476609;9476609;9476609;9477245;9477245;9477245;9477502;9477502;9477502;9477958;9477958	9475939;9475939;9475939;9476121;9476121;9476121;9477140;9477140;9477140;9477405;9477405;9477381;9478767;9477853;9477853;9478777;9478751	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2306	1404	536	334	0	0	0
AT5G54750	5;5;5;5;5;5;5;5;5;5;5;5	22241478;22241481;22242064;22242064;22242404;22242404;22242751;22242751;22243087;22243087;22243355;22243355	22241585;22241585;22242136;22242136;22242540;22242501;22242850;22242850;22243269;22243269;22243721;22243721	+;+;+;+;+;+;+;+;+;+;+;+	968	221	38	202	146	315	133
AT5G47180	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	19161009;19161012;19161659;19161659;19162158;19162158;19162392;19162392;19162593;19162593;19162782;19162782;19163205;19163205;19163461	19161515;19161515;19161727;19161727;19162289;19162289;19162507;19162507;19162674;19162674;19162852;19162852;19163980;19163288;19163918	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1753	46	18	49	208	266	116
AT5G04810	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	1389979;1390030;1391073;1391073;1391379;1391379;1391610;1391610;1391772;1391772;1392014;1392014;1392155;1392155;1392667;1392667;1393039;1393039;1393245	1390966;1390966;1391200;1391200;1391519;1391519;1391696;1391696;1391925;1391925;1392073;1392073;1392583;1392583;1392962;1392962;1393168;1393930;1393997	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3242	685	143	140	869	1293	439
AT5G44000	5;5;5	17702010;17702508;17703171	17702416;17702757;17704005	-;-;-	1492	110	0	27	71	180	61
AT5G08020	5;5;5;5;5;5;5;5;5;5	2571957;2572467;2572711;2572957;2573226;2573590;2573901;2574203;2574465;2574679	2572234;2572616;2572863;2573134;2573496;2573817;2574124;2574363;2574585;2575061	+;+;+;+;+;+;+;+;+;+	2147	3	15	18	55	76	55
AT5G64570	5;5;5;5;5;5;5;5;5;5;5;5;5	25809975;25809975;25810817;25810885;25810885;25811824;25811824;25811824;25812190;25812190;25812190;25812860;25812860	25810816;25810816;25811741;25811741;25811741;25811993;25811993;25811993;25812477;25812477;25813648;25813620;25813648	-;-;-;-;-;-;-;-;-;-;-;-;-	3396	345	24	17	336	540	278
AT5G42797	5;5	17163196;17163413	17163279;17163574	+;+	246	0	0	0	0	0	0
AT5G14060	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	4535367;4535376;4535401;4536067;4536073;4536073;4536626;4536626;4536626;4536812;4536812;4536812;4536961;4536961;4536961;4537285;4537285;4537285;4537608;4537608;4537608;4537775;4537775;4537775;4537973;4537973;4537973;4538170;4538170;4538170;4538343;4538343;4538343;4538548;4538548;4538747;4538747;4538747;4538907;4538907;4538907	4535724;4535724;4535724;4536532;4536532;4536532;4536708;4536708;4536708;4536852;4536852;4536852;4537115;4537115;4537115;4537434;4537434;4537434;4537703;4537703;4537703;4537891;4537891;4537891;4538092;4538092;4538092;4538262;4538262;4538262;4538664;4538465;4538465;4538664;4538664;4538809;4538809;4538809;4539193;4539323;4539313	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2481	707	116	338	513	806	351
AT5G11480	5;5;5;5	3669193;3669692;3670034;3670967	3669568;3669854;3670103;3671684	-;-;-;-	1327	501	60	160	307	523	243
AT5G17847	5	5898659	5898787	+	129	0	0	0	0	0	0
AT5G05270	5;5;5;5;5;5;5;5;5;5	1563286;1563308;1563644;1563644;1563837;1563837;1564217;1564217;1564669;1564669	1563492;1563543;1563727;1563727;1563995;1563995;1564443;1564443;1565324;1565107	+;+;+;+;+;+;+;+;+;+	1384	3	7	3	3	10	0
AT5G45190	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	18277080;18277177;18277620;18278879;18278879;18278879;18279120;18279120;18279120;18279522;18279522;18279522;18279997;18279997;18280300;18280420;18280507;18280507;18280509;18281718;18281718;18281718	18278775;18278775;18278775;18279030;18279030;18279030;18279295;18279295;18279295;18279656;18279656;18279656;18280071;18280078;18280317;18280443;18280765;18280765;18280765;18281888;18281874;18281909	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2734	1325	297	343	302	356	29
AT5G41120	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	16455094;16455094;16455094;16455707;16455707;16455707;16456020;16456020;16456020;16456209;16456209;16456209;16456761;16456761;16456761;16457090;16457090;16457090;16457324;16457324;16457324;16457605;16457605;16457605;16457854;16457854;16457854;16458245;16458245;16458245;16458482;16458482;16458482;16458686;16458686;16458686;16458850;16458850;16458850	16455621;16455621;16455621;16455792;16455792;16455792;16456133;16456133;16456133;16456578;16456578;16456578;16456891;16456891;16456891;16457198;16457198;16457198;16457445;16457445;16457445;16457696;16457711;16457711;16457958;16457958;16457958;16458403;16458403;16458403;16458537;16458537;16458537;16458737;16458753;16458737;16459253;16459253;16459253	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2359	220	35	47	14	12	12
AT5G19940	5;5;5;5;5;5;5;5;5	6739624;6739624;6740009;6740009;6740206;6740206;6740471;6740471;6740708	6739917;6739917;6740132;6740132;6740385;6740385;6740957;6740609;6740957	+;+;+;+;+;+;+;+;+	1085	972	363	345	659	681	401
AT5G66820	5;5	26688943;26689619	26689164;26691180	+;+	1784	294	111	44	189	208	108
AT5G08240	5;5	2650837;2651983	2651804;2652535	-;-	1521	372	68	65	7	0	0
AT5G18260	5;5;5;5	6036202;6037101;6037616;6037987	6036993;6037510;6037720;6038106	-;-;-;-	1427	0	0	0	4	19	0
